,Title,Link,Market size,Forecasted Market Size,CAGR (%)
82,"Insulation Products Market by Insulation Type (Thermal, Acoustic, and Vacuum), Material (Mineral Wool, Fiberglass, and Foamed Plastics), End-use Industry (Residential, Commercial, and Industrial, HVAC & OEM), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/insulation-product-market-76188343.html,USD 43.85 billion,USD 62.84 billion,None
83,"Pine-Derived Chemicals Market by Type (TOFA, TOR, Gum Turpentine, Gum Rosin, Pitch, Sterols, Others), by Application (Paints & Coatings, Adhesives & Sealants, Surfactants, Printing Inks), by Source, by Processes and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/pine-derived-chemicals-market-36161841.html,USD 5.27 Billion,NA,4.5%
84,"IoT Communication Protocol Market by Connectivity Technology (Wi-Fi, Bluetooth, Zigbee, Bluetooth Smart), End-Use Application (Consumer Electronics, Automotive & Transportation, Building Automation, Healthcare), Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/iot-communication-protocol-market-172564879.html,USD 11.44 Billion,USD 15.80 Billion,4.7%
85,"Bionematicides Market by Type (Microbials & Biochemicals), Crop Type (Cereals & Grains, Oilseeds & Pulses, and Fruits & Vegetables), Form (Liquid and Dry), Mode of Application, Infestation, & by Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/bionematicides-market-124041277.html,USD 337.2 Million,NA,None
86,"Bioherbicides Market by Source (Microbials, Biochemicals & Others), Application Mode (Seed, Soil, Foliar, Post-harvest), Formulation (Granular, Liquid & Others), Application, & by Region - Global Trends & Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/bioherbicides-market-175213366.html,USD 698.7 Million,"USD 1,573.7 Million",14.5%
87,"Juice Concentrates Market by Type (Fruit, Vegetable), Application (Beverages, Bakery & Confectionery, Soups & Sauces, Dairy), Ingredient, Form, Brand & by Region (North America, Europe, Asia-Pacific, South America) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/juice-concentrate-market-220829333.html,USD 93.94 Billion,NA,6.0%
88,"Managed Mobility Services Market by Function (Device Management, Application Management, Security Management, and Maintenance & Support), by Organization Size (SME and Enterprise), Industry Vertical, and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/managed-mobility-service-market-176912020.html,USD 4.56 Billion,USD 19.40 Billion,33.6%
89,"Automotive Semiconductor Market by Component (Processor, Analog IC, Discrete Power, Sensor, and Memory), Vehicle Type (Passenger, LCV, and HCV), Fuel Type (Gasoline, Diesel, and Electric and Hybrid), Application, and Geography - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/automotive-semiconductor-195.html,USD 32.46 Billion,USD 48.78 Billion,5.8%
90,"Textile Yarn Market by Source (Animal, Plant, and Chemical), Type (Natural and Artificial), Application (Apparel, Home Textile, and Industrial), & by Region - Global Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/textile-yarn-market-264179445.html,USD 12.64 Billion,NA,4.2%
91,"Automotive Engine and Engine Mounts Market by Fuel Type (Gasoline, Diesel, Natural Gas, & Hybrid), Engine Size, Engine Type (L4, L6, V6, and V8), Engine Mounts, Vehicle Type (PC, LCV, HCV, and Two-Wheeler), & by Region - Global Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-engine-mounts-market-52372868.html,USD 63.36 Billion,USD 84.91 Billion,None
92,"Automotive Gears Market by Application (Transmission, Differential, Steering System, Other), Product Type (Planetary, Bevel, Rack & Pinion, Hypoid, Worm, Helical, Non-Metallic), Material (Metallic, Non-Metallic), & by Vehicle Type - Global Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-gears-market-198728104.html,USD 28.47 Billion,USD 38.27 Billion,6.1%
93,"Military Laser Systems Market by Technology (Fiber Laser, Solid-State, Chemical Laser, CO2 Laser, Semiconductor Laser), Application (Defense, Homeland Security), Product Type - Forecast and Analysis to 2020",https://www.marketsandmarkets.com/Market-Reports/military-laser-systems-market-154285551.html,USD 3.03 Billion,USD 4.63 Billion,8.86%
94,"Engine Market for Off-Highway Vehicle by Power Output (HP) (Construction: <100, 101-200, 201-400, >400; Agriculture: <30, 31-50, 51-80, 81-140, >140), Capacity (<5L, 5.1L-10L, >10L), Fuel Type (Diesel, Gasoline & Others), & by Region - Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/off-highway-engine-market-222949427.html,USD 38.93 Billion,NA,7.65%
95,"Aviation & Defense Cyber Security Market by Component (Service, Solution), by Deployment (On-Cloud, On-Premise), & by Region (North America, Europe, Asia-Pacific, Middle East & Africa, Latin America) - Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/aviation-cyber-security-market-162505870.html,USD 39.59 Billion,USD 61.85 Billion,9.34%
96,"Soil Treatment Market by Type (Soil protection, Organic amendments, pH adjusters), Technology (Physiochemical, Biological, and Thermal), & by Region - Global Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/soil-treatment-pest-control-market-958.html,USD 36.29 Billion,NA,8.5%
97,"Automotive Rain Sensor Market by Region (APAC, Europe, North America & Rest of the World), and by Vehicle Type (PC, LCV & HCV) - Trends and Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-rain-sensor-market-63201130.html,USD 4.15 Billion,NA,6.05%
98,"Rubber Molding Market for Automotive Components & Sub-Components (Rings, Weather-strips, Gaskets, Seals, Hoses, Grommets, & Bellows), Material (EPDM, NR, SBR & Others), Vehicle Type (Passenger car, LCV & HCV) & Region - Global Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-rubber-molding-market-38848297.html,USD 40.5 Billion,NA,5.20%
99,"Automotive Front End Module Market by Component (Radiator, Condenser, Core Support, Headlight, Front Grill, Bumpers, Fenders, Crash Management System, and Others), Vehicle Type, Region, Material and by Aftermarket - Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-front-end-module-market-255909749.html,USD 89.75 Billion,USD 119.08 Billion,None
100,"Egg Processing Market by Product Type (Dried, Liquid, Frozen), Application (Bakery, Confectionery, Dairy Products, Ready-to-Eat, Soups & Sauces, and Others), & by Region - Global Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/egg-processing-equipment-market-124810046.html,USD 29.20 Billion,NA,3.6%
101,"Micro Motor Market by Application (Automotive, Medical Equipment, Industrial Automation, Aircraft, 3D Printing, Construction Equipment and Others), Type, Technology, Power Consumption, Region, & by Aftermarket - Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/micro-motor-market-36503164.html,USD 35.59 Billion,USD 28.26 Billion,None
102,"Biophotonics Market by Application(See-through Imaging, Inside Imaging, Spectromolecular, Surface Imaging, Microscopy, Light Therapy, Biosensors), Technology(In-vivo, In-vitro), End-use(Diagnostics, Therapeutic, Tests), & Geography - Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/biophotonics-market-165751140.html,"USD 26.26 Billion,",USD 50.18 Billion,11.5%
103,"Non-Meat Ingredients Market by Ingredient (Binders, Extenders, Fillers, Coloring & Flavoring Agents, Salts & Preservatives), Type (Beef, Pork, Mutton, Poultry), Product (Fresh Processed, Raw & Pre-Cooked, Sausages, Cured, Dried) & Region - Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/functional-non-meat-ingredients-market-74113633.html,NA,NA,None
104,"Citric Acid Market by Form (Anhydrous and Liquid), Application (Food, Pharmaceuticals, and Cosmetics), Function (Acidulant, Antioxidant, Preservative, and Sequestrant), and by Region (North America, Europe, Asia-Pacific, and RoW) - Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/citric-acid-market-185568353.html,USD 2.6 Billion,USD 3.6 Billion,5.5%
105,"Composite Materials Market for Automotive by Material Type (PMC, MMC, & CMC), Application & their Sub-Components (Structural, Powertrain, Interior, Exterior, & Others), Vehicle Type (PC, LCV, HCV, & Rolling Stock), & by Region-Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-composite-materials-market-6114278.html,USD 11.26 Billion,NA,12.94%
106,"Air Conditioning Market by Technology (Manual/Semi-Automatic and Automatic),Component (Compressor, Evaporator, Drier/Receiver, and Condenser, Vehicle Type (PC, LCV, HCV, Off-Highway and Locomotive), and by Region - Global Trend and Forecast to 2020 ",https://www.marketsandmarkets.com/Market-Reports/air-conditioning-market-119713356.html,USD 9.24 Billion,USD 12.88 Billion,6.69%
107,"Automotive Engine Belt & Hose Market by Belt Type (Timing Belt, Drive Belt), Hose Application (Turbocharger, Cooling/heating, Fuel Delivery, Braking, Steering), Vehicle Type (PC, LCV, HCV), and by Region - Global Forecast & Analysis to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-engine-belt-hose-market-146288845.html,USD 14.6 Billion,NA,6.09%
108,"3D Printing Automotive Market by Technology (SLA, SLS, FDM, EBM, LOM, 3DIP), Materials (Metals, Polymers), Application (Prototyping & Tooling, R&D, Manufacturing), and by Region - Global Trends and Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-3d-printing-market-250218997.html,USD 482.27 Million,USD 1.56 Billion,None
109,"Laser Diode Market by Type, Mode of Operation, Wavelength (Near Infrared, Red, Blue, Green, Others), Application (Communications & Optical Storage, Industrial, Medical, Military & Defense, Instrumentation & Sensor), and Geography - Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/laser-diode-market-1006.html,USD 11.94 Billion,NA,13.0%
110,"Alcohol Ingredients Market by Ingredient Type (Yeast, Enzymes, Colorants, flavors & salts, and Others), Beverage Type (Beer, Spirits, Wine, Whisky, Brandy, and Others), & by Region - Global Trends & Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/alcohol-ingredients-market-218698128.html,"USD 1,130.4 Million",USD 1.8 Billion,None
111,"Biocides Market by Type (Halogen compounds, Metallic compounds, Organosulfurs, Organic acids, Phenolics, and Others) and by Application (Water treatment, Personal care, Wood preservation, Food & beverage, Paints & coatings, and Others) - Global Trends and Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/biocides-market-1277.html,"USD 10.6 Billion,",NA,4.8%
112,"Alternator Market by Product (Starter Motor & Alternator), Technology (BAS, Enhanced Starter, Direct Start, ISG), Power Output (1.0-3.0KW,3.0-5.0KW,>5.0KW), Type (Electric, Gear Reduction), Vehicle Type (ICE, Micro-Hybrid, Hybrid), & by Region - Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-starter-motor-alternator-market-120529968.html,"USD 8,871.5 Million","USD 9,087.3 Million",5.38%
113,"Drive Shaft Market by Type (Rigid & Hollow Drive Shaft), Position (Rear & Front Drive Shaft), Vehicle Type (Passenger Car (Hatchback, Sedan, SUV/MUV/MPV, Others) & LCV), & by Region - Global Forecast and Trends to 2020",https://www.marketsandmarkets.com/Market-Reports/sideshaft-market-119146087.html,USD 7.2 Billion,NA,6.37%
114,"Automotive Fuel Injection Systems Market by Technology (Port Fuel, Gasoline Direct, & Direct Diesel), Fuel Type (Gasoline & Diesel), Region (APAC, Europe, North America, & RoW), Vehicle Type (PC, LCV, & HCV), and by Component - Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/Multi-Fuel-Injection-System-Market-606.html,"USD 54.72 Billion,",USD 73.62 Billion,None
115,"Exhaust Sensor Market for Automotive by Sensor Type (Exhaust Temperature & Pressure, O2, NOx, Particulate Matter, Engine Coolant Temperature, & MAP/MAF Sensor), Fuel Type (Gasoline & Diesel), Vehicle Type, & by Region - Industry Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-exhaust-sensor-market-98474123.html,"USD 35,714.7 Million","USD 25,961.8 Million",6.59%
116,"Automotive Bearing Market by Bearing type (Ball bearing, Roller bearing and others), Application, Vehicle type (PC, LCV, HCV and Two-wheelers), Region, and by Aftermarket (Region, Vehicle type and Application) - Trends & Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-bearing-market-105500470.html,USD and CAGR,NA,5.8%
117,"Transgenic Seeds Market by Trait (Herbicide Tolerance, Insecticide Resistance), Crops (Corn, Soybean, Cotton, Canola, others), and by Region - Global Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/transgenic-seeds-market-63068971.html,NA,NA,None
118,"Balance Shaft Market by Engine Type (Inline-3 Cylinder, Inline-4 Cylinder, Inline-5 Cylinder, and V-6 Cylinder), Manufacturing Process (Forged and Cast Balance Shaft), & by Region - Industry Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-balance-shaft-market-57764858.html,NA,NA,%
119,"Sizing & Thickening Agents Market by type (Sizing: natural, synthetic, Thickening: minerals, hydrocolloids), Application (Food& Beverages, Paper & Paperboard, Paints& Coatings, Textile & Fiber) & by Region - Global Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/sizing-thickening-agents-market-267603209.html,NA,NA,5.7%
120,"Wood Coating Market by Coating Type (Stains & Varnishes, Shellacs, Wood Preservatives & Water Repellents), Application Method (Roll & Brush Coating, Vacuum Coating, Spray Coating), End User (Furniture, Cabinets, Siding, Flooring & Decking), & by Region - Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/wood-coating-market-214618873.html,NA,NA,6.30%
121,"Soybean Derivatives Market by Type (Soybean, Soy Meal, and Soy Oil), Application (Feed, Food, and Other Industries), Lecithin Processing (Water, Acid, and Enzyme) and by Region - Global Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/soybean-derivatives-market-43894404.html,NA,NA,None
122,"European Microscopy Market by Product (Optical (Fluorescence, Super-Resolution), Confocal, Electron (Transmission), Scanning (AFM)), Application (Semiconductor, Life Science, Nanotechnology), End User (Academic Institute, Industries) - Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/european-microscopy-market-9816453.html,NA,NA,7.0%
123,"AWD Systems Market by System Type (Automatic AWD and Manual AWD), Vehicle Type (Passenger Car, Light Commercial & Heavy Commercial Vehicle), and by Region (Asia-Oceania, Europe, North America, & RoW) - Global Trends & Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/automotive-multi-wheel-drive-systems-market-9918277.html,NA,NA,7.75%
124,"Soft Drink Concentrates Market by Application [Carbonated (Cola & Non-cola), & Non-carbonated (Orange, Apple, Mixed, Grape, Pineapple, Grapefruit, Mango), End Use (Mass Merchandise, Food Service, Fountain Machine), & by Region - Global Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/soft-drink-concentrates-market-110119060.html,NA,NA,None
125,"Electrochemical Instruments Market by Product (Electrochemical Meters, Titrators, Ion Chromatographs), by Technology (Potentiometry, Coulometry, Voltammetry), by End User (Environmental Testing, Food & Agriculture) - Analysis & Global Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/electrochemical-instrument-market-242834057.html,NA,NA,5.2%
126,"Mobile Learning Market by Solution (Mobile Content Authoring, E-books, Portable LMS, Mobile and Video-based Courseware, Interactive Assessments, Content Development, M-Enablement), by Applications, by User Type, & by Region - Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/mobile-learning-market-73008174.html,NA,NA,36.3%
127,"Automotive Fuel Delivery System Market by Component (Fuel-Pump, Injector, Pressure Regulator, Filter, & Rail; Air Control Valve, and Throttle Position Sensor), Alternative Fuel Vehicles (CNG, LPG, and LNG), and Region: Industry Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/automotive-fuel-delivery-market-89885638.html,NA,NA,5.93%
128,"Beam Expander Market by Design (Galilean, Keplerian), Device (Optical Communication, Measurement, Laser Systems, Remote Sensing), Application (Defense, Instrumentation, Industrial, Commercial), & Geography - Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/fiber-optic-beam-expander-market-12861466.html,NA,NA,None
129,"Chocolate Flavors Market by Application (Confectionery, Dairy & Hot Drinks, Bakery Products, Frozen Products, Convenience Products, Others) & Region (North America, Europe, Asia-Pacific, Latin America, Rest of the World) - Global Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/chocolate-flavor-market-248124217.html,NA,NA,None
130,"Smart Pills Market by Application (Capsule Endoscopy, Drug Delivery, Patient Monitoring), Target Area (Esophagus, Stomach, Small Intestine, Large Intestine) & Geography - Global Forecast to 2024",https://www.marketsandmarkets.com/Market-Reports/smart-pill-technology-market-840.html,NA,NA,16.16%
131,"Automotive Gasket & Seal Market by Product Type (Gasket, Metallic Gasket, Non Metallic Gasket, Seals, Mechanical Seals, O Ring Seals, Lip Seals & Rotary Seals), Vehicle Type (PC, LCV & HCV), & by Geography - Global Forecast & Analysis to 2020 ",https://www.marketsandmarkets.com/Market-Reports/automotive-gasket-seal-market-66737065.html,NA,NA,6.85%
132,"Clutch Market for Automotive by Transmission Type (Manual Transmission, AT, AMT & CVT), Clutch Disc/Clutch Plate Size (Below 9 Inches, 9 Inches to 10 Inches, 10 Inches to 11 Inches & 11 Inches and above), and by Geography - Forecast and Analysis to 2019",https://www.marketsandmarkets.com/Market-Reports/automotive-clutch-market-14386899.html,NA,NA,None
133,"Alginates & Derivatives Market by Type (Sodium Alginate, Calcium Alginate, Potassium Alginate, PGA, Others), Application (Food & Beverage, Industrial, Pharmaceuticals, Others), & by Region - Global Trends & Forecast to 2019 ",https://www.marketsandmarkets.com/Market-Reports/alginates-derivatives-market-77102420.html,NA,NA,3.8%
134,"Pyrethroids Market by Type (Bifenthrin, Deltamethrin, Permethrin, Cypermethrin, Cyfluthrin, and Lambda-cyhalothrin), by Crop Type (Cereals & Grains, Oilseeds & Pulses, and Fruits & Vegetables) & by Region - Global Trends & Forecasts to 2019",https://www.marketsandmarkets.com/Market-Reports/pyrethroids-pesticide-market-170901303.html,NA,NA,None
135,"Mobile Application Development Platform Market by Deployment (Cloud, On-Premise), by End User Type (SMBs, Large Enterprise), by Industry Verticals, by Region (NA, EU, APAC, MEA, LA)  Global Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/mobile-application-development-platform-market-230209970.html,NA,NA,30.1%
136,"Mushroom Market by Type (Button, Shiitake, and Oyster), by Application (Fresh Mushrooms and Processed Mushrooms (Dried, Frozen, and Canned)), & by Region - Global Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/mushroom-market-733.html,NA,NA,9.5%
137,"Automotive Ignition System Market by Components (Ignition Switch, Spark Plug, Glow Plug, Ignition Coil, Ignition Control Module, Crankshaft & Camshaft Position Sensor), Ignition Type (Coil on Plug & Simultaneous) and Region - Industry Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/automotive-ignition-system-market-2836244.html,NA,NA,None
138,"Patient Flow Management Solutions Market by Type (RTLS, Event Driven), Product (Integrated, Standalone), Component (Hardware, Software, Services) & Delivery Mode (Web-based, On-premise, Cloud-based) - Trends & Global Forecasts to 2019",https://www.marketsandmarkets.com/Market-Reports/patient-flow-management-solutions-market-116094242.html,NA,NA,21.1%
139,"Two Wheeler Fuel Injection Systems Market by Technology (Carbureted Fuel Injection System, Electronic Fuel Injection System), by Engine Size, by Component and by Geography - Global Forecast and Analysis to 2019",https://www.marketsandmarkets.com/Market-Reports/two-wheeler-fuel-injection-systems-market-131217867.html,NA,NA,6.76%
140,"Spark Plugs Market by Product Type (Spark plugs-Hot & Cold, Glow plug-Metal & Ceramic), Engine Layout (L3, L4, L5, L6, V6, H6, V8, V10, V12), Market (OE & Aftermarket), Vehicle Type (Passenger Car, LCV & HCV), & Region - Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/automotive-spark-plug-market-149591695.html,NA,NA,46%
141,"Defense Budget Analysis  by Country (U.S., China, Russia, and others), by Expenditure (Capital, Operational), by Platform [Land (Missile Defense Program), Airborne (UAV Program), Naval (Destroyer program)], by Capital Expenditure (Procurement, R&D, Other)  Forecast and Analysis 2014  2020",https://www.marketsandmarkets.com/Market-Reports/top-10-defense-spending-analysis-market-159618619.html,NA,NA,None
142,"Instrument Landing System & Visual Landing Aids Market , By ILS Category (ILS CAT I, ILS CAT II, ILS CAT III), VLA (Runway Lighting, Approach Lighting, Taxiway Lighting), VLA by Technology (LEDs & Incandescent Lamps), Geography - Forecasts & Analysis 2014 - 2020",https://www.marketsandmarkets.com/Market-Reports/Instrument-landing-system-vla-market-214404091.html,NA,NA,5.54%
143,"Light Weapons Market by Type (HMG, Light Cannon, MANPAT, Grenade, Mortar, MANPAD, Grenades, Missiles, Launcher, ATW, Landmine), Technology (Guided, Unguided), Application (Defense, Homeland Security) & Geography - Forecast & Analysis to 2014 - 2020",https://www.marketsandmarkets.com/Market-Reports/light-weapons-market-224024553.html,NA,NA,4.48%
144,"Automotive Coolant & Lubricant Market by Vehicle Type (Passenger Car, LCV, & HCV), Application (Coolant-Engine & HVAC, Lubricant-Engine, Brake, & Transmission), Region & by Aftermarket - Global Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/automotive-coolants-lubricants-market-254296375.html,NA,NA,7.38%
145,"Wireless Devices Market for Medical by Technology (BT/BLE, Wi-Fi, ZigBee, ANT+), Component (Sensors, ICs, Processors), Application (Monitoring, Medical Therapeutics, Diagnosis, Fitness & Wellness), and Geography  Global Forecast to 2020",https://www.marketsandmarkets.com/Market-Reports/wireless-portable-medical-device-market-265760789.html,NA,NA,None
146,"Emergency Department Information System Market by Delivery Mode (On-Premise, Software as a Service), Software Type (Best-Of-Breed, Enterprise Solutions), Application (CPOE, Patient Tracking & Triage), End User  Global Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/emergency-department-information-system-market-207248122.html,NA,NA,15.24%
147,"Mobile Data Protection Market by Solutions (Mobile Data Protection, Data Loss Prevention, Mobile Device Management)& by Services (Implementation, Training & Support, Consulting, Managed Services) - Global Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/mobile-data-protection-market-175123782.html,NA,NA,22.4%
148,"Yield Monitor Market for Devices and Services by Technology (GPS/GNSS, GIS, Remote Sensing), Components (Sensors, GPS/GNSS, Display, Guidance & Steering, and Software & Services), Application (VRA, Field Mapping, Soil Monitoring, and Scouting), and Geography -Global Forecasts to 2020",https://www.marketsandmarkets.com/Market-Reports/yield-monitoring-market-128494885.html,NA,NA,None
149,"Automotive Natural Gas Vehicle Market Analysis for Commercial Vehicles by Fuel Type (CNG & LNG), by Vehicle Type (Medium Duty & Heavy Duty) & by Geography [Asia-Oceania, Europe, Americas, ROW (Rest of the World)] - Industry Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/natural-gas-vehicles-market-33853499.html,NA,NA,None
150,"Mobile Satellite Services Market by Services (Video, Voice, Data, Tracking and Monitoring Services), by Access Type (Land Mobile, Maritime, Aeronautical) - Worldwide Market Forecasts and Analysis (2014 - 2019)",https://www.marketsandmarkets.com/Market-Reports/mobile-satellite-services-market-182154906.html,NA,NA,of10.2%
151,"Beverage Packaging Market by Type (Bottle, Can, Pouch, Carton), Material (Glass, Plastic, Metal, Paperboard), Application (Alcoholic, Non-Alcoholic, Dairy) & Geography - Global Trend & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/beverage-packaging-market-1222.html,NA,NA,None
152,"Mobile Unified Communications and Collaboration Market by Solutions (Conferencing, Unified Messaging, Voice, Collaboration), & by Deployment Type (Cloud & On-Premise) - Global Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/mobile-unified-communications-collaboration-market-51052571.html,NA,NA,27.5%
153,"Fragrance Ingredients Market by Type (Essential Oils and Aroma Chemicals), by Application (Cosmetics & Toiletries, and Soaps & Detergents) & by Geography - Global Trends & Forecasts to 2019",https://www.marketsandmarkets.com/Market-Reports/fragrance-ingredients-market-105416890.html,NA,NA,5.6%
154,"Automotive Energy Recovery Systems Market by Regenerative Braking [by Region (Asia-Oceania; North America; Europe; and ROW) & by Passenger Car Type (Electric Vehicles, Hybrid Vehicles, and Plug-in Hybrid Electric Vehicles)], by Waste Heat Recovery Systems (by EGR and by Turbochargers), by KERS [by Region (Asia-Pacific, Europe, North America, and ROW)] - Global Trends and forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/automotive-energy-recovery-systems-market-56635964.html,NA,NA,9.03%
155,"Automotive Powertrain Market by Position (FWD, RWD, & AWD), Vehicle Type (Passenger Car, LCV, & HCV), Engine Type (Gasoline & Diesel) & Geography (Asia-Oceania, Europe, North America, & ROW) - Industry Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/automotive-powertrain-market-248881003.html,NA,NA,None
156,"HD Voice Market by Application (Video Conferencing, Audio Conferencing, Web Conferencing, Multimedia Conferencing, Audio Broadcast, Announcement Services), by User Type (Enterprise User, Consumer) - Worldwide Market Forecasts and Analysis (2014 - 2019)",https://www.marketsandmarkets.com/Market-Reports/high-definition-hd-voice-market-228719118.html,NA,NA,of23.0%
157,"Catalyst Regeneration Market by Technology (Off-site regeneration and On-site regeneration), by Application (Refinery, Chemicals & Petrochemicals, and Others), by Region (North America, Europe, Asia-Pacific, and Rest of the World) - Forecast till 2019",https://www.marketsandmarkets.com/Market-Reports/catalyst-regeneration-market-246911562.html,NA,NA,5.54%
158,"Food Packaging Market by Material (Paper & Board, Plastic, Glass, Metal), Type (Rigid, Semi-Rigid, Flexible), Application (Dairy, Bakery, Confectionery, Convenience Foods, Fruits, Vegetables, Meat, Sauces, Dressings) - Global Trends & Forecast to 2019",https://www.marketsandmarkets.com/Market-Reports/food-packaging-market-70874880.html,NA,NA,None
159,"Mobile Cloud Market by Application (Gaming, Entertainment, Utilities, Education, Productivity, Business & Finance, Social Networking, Healthcare, Travel & Navigation), & By User (Enterprise User, Consumer) - Worldwide Market Forecast and Analysis (2014 - 2019)",https://www.marketsandmarkets.com/Market-Reports/mobile-cloud-market-9888285.html,NA,NA,37.8%
160,"Latin American Bioinformatics Market by Sector (Agriculture, Molecular Medicine, Research & Animal), Segment (Sequencing Platforms, Knowledge Management Tools & Data Analysis Services) & Application (Genomics, Proteomics & Drug Design) - Forecasts to 2017",https://www.marketsandmarkets.com/Market-Reports/latin-american-bioinformatics-market-2908323.html,NA,NA,None
161,"Global Biocide Market - By Types, Applications, Trends & Forecast (2011  2016)",https://www.marketsandmarkets.com/Market-Reports/biocide-market-415.html,NA,NA,None
162,"Substation Automation and Integration Market By Components - IEDS (RTU, PLC, Digital Protection Relay, Smart Meters), Communication Technology (Optical Fiber, PLC, Copper Wire, Ethernet), SCADA & Geography (2013 - 2018)",https://www.marketsandmarkets.com/Market-Reports/substation-automation-market-1118.html,NA,NA,None
163,"Vendor Neutral Archive ( VNA ) & PACS Market - VNA [On-premise Software, Hybrid & Cloud, Multi-Department & Multi-Site VNA] & Picture Archiving and Communication System [Enterprise, Cardiology & Radiology] - Global Forecast to 2018",https://www.marketsandmarkets.com/Market-Reports/vendor-neutral-archive-VNA-PACS-market-1255.html,NA,NA,None
164,"Teleprotection Market - By Product Type (Teleprotection units, Communication Network Technology, Software, Services), Components (IED, Interface Device, SCADA), Applications (Power, Telecom) and Geography - Analysis & Forecast (2013 - 2018)",https://www.marketsandmarkets.com/Market-Reports/teleprotection-market-1254.html,NA,NA,28.67%
165,"Europe Gesture Recognition & Touchless Sensing Market Technology (2D, 3D, Ultrasonic, IR, Capacitive); Product (Biometric, Sanitary); Application (Healthcare, Electronics, Automotive); Region (Germany, U.K., France, Italy, MEA) - (2013 - 2018)",https://www.marketsandmarkets.com/Market-Reports/europe-gesture-recognition-and-touchless-sensing-market-1149.html,NA,NA,None
166,"Americas Gesture Recognition & Touchless Sensing Market (2013 - 2018) Technology (2D, 3D, Ultrasonic, IR, Capacitive); Product (Biometric, Sanitary); Application (Healthcare, Electronics, Automotive); Country (U.S., Canada, Mexico, Brazil, Argentina)",https://www.marketsandmarkets.com/Market-Reports/americas-gesture-recognition-and-touchless-sensing-market-1129.html,NA,NA,None
